"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"40","DSCN2650","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,2,5,2179.22871427475
"41","DSCN2653","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,4,1,2138.45916165304
"42","DSCN2657","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,5,4,2165.40533778388
"43","DSCN2661","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,4,3,2019.60634791066
"44","DSCN2665","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,1,4,2110.19213434829
"45","DSCN2669","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,1,5,2154.80230740355
"46","DSCN2672","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,3,3,2150.50079221339
"47","DSCN2675","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,5,5,2149.62359185336
"48","DSCN2678","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,5,3,2045.73123959169
"49","DSCN2681","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,1,3,1924.00836816421
"50","DSCN2685","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,3,3,2100.94444302728
"51","DSCN2689","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,3,2,2203.47135496186
"52","DSCN2693","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,5,2,2153.79011409473
"53","DSCN2697","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,3,1,2340.46630432798
"54","DSCN2744","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,4,1,2171.14545315406
"55","DSCN2763","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",-1,0,NA,3,2372.48354827068
"56","DSCN2767","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,2,2324.52517883103
"57","DSCN2771","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,3,2272.32416870425
"58","DSCN2775","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",-2,0,NA,5,2458.68455839746
"59","DSCN2780","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,1,2217.98102295374
"60","DSCN2784","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,5,2442.76781951815
"61","DSCN2788","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,2,2285.9221484507
"62","DSCN2792","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,4,2429.4957415795
"63","DSCN2796","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,3,2202.88556852424
"64","DSCN2800","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,2,2188.31702602931
"65","DSCN2804","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,4,2326.4175310927
"66","DSCN2808","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,2,2327.17698244664
"67","DSCN2870","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,5,4,2030.0916292849
"68","DSCN2874","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",0,0,1,4,2373.78001282697
"69","DSCN2878","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,4,3,2061.94949366117
"70","DSCN2884","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",0,0,2,4,1748.91291373471
"71","DSCN2888","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,4,2,2169.58910396796
"72","DSCN2891","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,5,2,2134.94444302728
"73","DSCN2895","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,2,5,2077.22871427475
"74","DSCN2898","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,4,1,2022.16774773065
"75","DSCN2903","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,1,3,2174.50079221339
"76","DSCN2907","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,1,4,2181.73123959169
"77","DSCN2912","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,2,3,2238.74343290051
"78","DSCN2922","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,5,1,2146.51803615609
"79","DSCN2926","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,1,2,2226.25815152627
"80","DSCN2930","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,3,2,1942.57691065914
"81","DSCN3018","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,1,5,1800.18499167335
"82","DSCN3022","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,4,2,1816.93730035235
"83","DSCN3026","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,4,1,1767.74134085945
"84","DSCN3030","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,2,5,1693.21442892487
"85","DSCN3034","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,1,1,1819.41543905165
"86","DSCN3038","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,3,1,1694.5870119269
"87","DSCN3042","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,1,2,1625.85908986555
"88","DSCN3046","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,1,4,1803.45706961199
"89","DSCN3050","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,4,2,1787.11392386148
"90","DSCN3054","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,3,4,1731.71695424181
"91","DSCN3059","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,1,1,1711.31493398826
"92","DSCN3063","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,3,4,1711.74134085945
"93","DSCN3076","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,2,4,1744.14336111301
"94","DSCN3079","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,2,5,1731.13116780419
"95","DSCN3082","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,5,4,2205.14545315406
"96","DSCN3086","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,5,4,1622.88852711707
"97","DSCN3098","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,5,4,1676.34437123978
"98","DSCN3103","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,2,1,1696.82965261402
"99","DSCN3107","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,2,3,1722.38600180013
"100","DSCN3111","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,3,1,1708.77077811098
"101","DSCN3127","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,3,2,2138.37590053236
"102","DSCN3190","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,1,2,1543.46717087976
"103","DSCN3195","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",-2,0,2,3,1627.83470324791
"104","DSCN3199","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,2,5,1606.70476093299
"105","DSCN3203","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,4,4,1501.82756057297
"106","DSCN3207","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,5,2,1376.01132675704
"107","DSCN3209","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,1,1,1577.26616075298
"108","DSCN3213","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,5,4,1503.85194719061
"109","DSCN3217","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,5,3,1528.19509294112
"110","DSCN3221","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,3,1421.58491988585
"111","DSCN3226","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,1,3,1671.89357775095
"112","DSCN3230","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,4,1,1563.60930650349
"113","DSCN3292","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,3,4,2974.73037303991
"114","DSCN3299","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,4,2,3310.51211897043
"115","DSCN3306","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,4,4,3162.8653659887
"116","DSCN3311","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,2,5,2982.74047430768
"117","DSCN3315","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,1,3,3170.01969492125
"118","DSCN3319","Bovidae","Tragelaphini","Taurotragus","oryx","LM2",-1,0,1,2,3266.58823741618
"119","DSCN3333","Bovidae","Tragelaphini","Tragelaphus","scriptus","LM2",-1,0,1,2,1327.40829637671
"120","DSCN3338","Bovidae","Tragelaphini","Tragelaphus","scriptus","LM2",-1,0,4,4,1157.86919113331
"121","DSCN3360","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM2",-1,0,NA,4,2689.15973850393
"122","DSCN3365","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM2",-1,0,NA,3,2415.42972440152
"123","DSCN3369","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM2",-1,0,NA,5,2471.83888733001
"124","DSCN3390","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,3,1,1441.70981156688
"125","DSCN3394","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,5,3,1361.99408281434
"126","DSCN3399","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,4,3,1359.08239456891
"127","DSCN3407","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,3,2,1504.57986925197
"128","DSCN3411","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,4,3,1854.22662223369
"129","DSCN3416","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,3,2,1604.01846943198
"130","DSCN3420","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,4,5,1794.1261171703
"131","DSCN3423","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,1,2,1948.18499167335
"132","DSCN3431","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,1,1,1911.13831047912
"133","DSCN3434","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,4,2,1842.04285604962
"134","DSCN3439","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,1,3,1813.43982566929
"135","DSCN3442","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,3,3,1854.81240867132
"136","DSCN3446","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,4,3,1755.29769004556
"137","DSCN3497","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,3,4,1777.94235098623
"138","DSCN3500","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,1,4,1684.77077811098
"139","DSCN3504","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,2,5,1706.84689655673
"140","DSCN3507","Bovidae","Reduncini","Redunca","arundinum","LM2",-1,0,2,1,1971.72409691675
"141","DSCN3518","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,1,2,1345.36666581637
"142","DSCN3522","Bovidae","Reduncini","Kobus","leche","LM2",-1,0,3,2,1793.48145622963
"143","DSCN3542","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,0,4,2,2265.57186002525
"144","DSCN3546","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,0,2,1,2620.08152801713
"145","DSCN3551","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,2,1,2645.39523651612
"146","DSCN3558","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,3,2,2346.34141264695
"147","DSCN3562","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,5,5,3203.66940649581
"148","DSCN3566","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,3,4,2771.4784976368
"149","DSCN3570","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,5,2,2251.97388027881
"150","DSCN3574","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,1,1,2559.11810794359
"151","DSCN3578","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,2,1,2630.02265351409
"152","DSCN3582","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,1,1,2590.66731445476
"153","DSCN3586","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,3,2,2477.98102295374
"154","DSCN3590","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,0,1,5,2596.31406743648
"155","DSCN3595","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,5,3,2568.56680939137
"156","DSCN3599","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,3,2,2516.58405333407
"157","DSCN3603","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,1,4,2918.75771825038
"158","DSCN3623","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM2",-1,1,1,5,2805.94653506834
"159","DSCN3666","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,1,1,913.193000900063
"160","DSCN3670","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,3,4,819.452885529885
"161","DSCN3676","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,2,2,946.264068711929
"162","DSCN3713","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,3,1,855.210244842766
"163","DSCN3723","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,1,2,767.269119345812
"164","DSCN3727","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,3,4,960.406204335659
"165","DSCN3731","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,2,4,960.991990773286
"166","DSCN3735","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,5,2,804.281312654632
"167","DSCN3739","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,2,5,916.54833995939
"168","DSCN3743","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,1,5,869.335136523794
"169","DSCN3748","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,5,4,968.388960392956
"170","DSCN3752","Bovidae","Neotragini","Raphicerus","campestris","LM2",-1,0,1,2,898.364573775317
"171","DSCN3768","Bovidae","Neotragini","Pelea","capreolus","LM2",1,0,1,1,1370.17070632348
"172","DSCN3773","Bovidae","Neotragini","Pelea","capreolus","LM2",0,0,5,5,1317.30064863839
"173","DSCN3777","Bovidae","Neotragini","Pelea","capreolus","LM2",1,0,4,5,1294.27121138686
"174","DSCN3791","Bovidae","Neotragini","Ourebia","ourebi","LM2",1,0,4,5,1067.9869401394
"175","DSCN3795","Bovidae","Neotragini","Ourebia","ourebi","LM2",1,0,1,2,1051.41839764448
"176","DSCN3851","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,4,1,2620.25519293344
"177","DSCN3855","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,1,4,2521.89776183306
"178","DSCN3859","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,3,4,2557.02056147303
"179","DSCN3862","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,5,5,2549.56175875749
"180","DSCN3866","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,3,4,2552.76781951815
"181","DSCN3870","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,1,5,2256.78506346085
"182","DSCN3873","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,2,4,2549.38513524835
"183","DSCN3877","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,2,2,2750.85822331377
"184","DSCN3885","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,2,1,2613.29473145273
"185","DSCN3920","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,1,4,2685.12525061853
"186","DSCN3924","Bovidae","Hippotragini","Oryx","gazella","LM2",1,0,2,4,2907.28463018496
"187","DSCN3949","Bovidae","Hippotragini","Hippotragus","niger","LM2",1,0,5,3,2709.73838226662
"188","DSCN3973","Bovidae","Hippotragini","Hippotragus","equinus","LM2",1,0,5,5,2570.47344700292
"189","DSCN3979","Bovidae","Hippotragini","Hippotragus","equinus","LM2",1,0,4,5,2920.39732855717
"190","DSCN4041","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,2,2,3184.68874247957
"191","DSCN4046","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,1,4,3085.03188823007
"192","DSCN4093","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,4,3,1683.27330342792
"193","DSCN4098","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,3,3,1603.57481861808
"194","DSCN4102","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,4,3,1643.13116780419
"195","DSCN4106","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,1,1,1647.21442892487
"196","DSCN4110","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,2,5,1646.34437123978
"197","DSCN4114","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,1,5,3,1760.1088732276
"198","DSCN4118","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,3,2,1692.14336111301
"199","DSCN4122","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,5,5,1692.68751699029
"200","DSCN4126","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,4,4,1708.38600180013
"201","DSCN4130","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2",1,0,5,5,1598.80526599638
"202","DSCN4147","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,3,2,2031.02056147303
"203","DSCN4150","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,4,4,2027.97388027881
"204","DSCN4154","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2",1,0,1,5,2002.17489040558
"205","DSCN4162","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,4,2,2193.60634791066
"206","DSCN4166","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,4,1,2155.97388027881
"207","DSCN4170","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,2,5,2009.02056147303
"208","DSCN4176","Bovidae","Alcelaphini","Connochaetes","gnou","LM2",1,0,2,4,2082.55966671643
"209","DSCN4253","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,2,1535.0651506262
"210","DSCN4257","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,1,1470.35447250755
"211","DSCN4261","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,3,4,1442.45497757094
"212","DSCN4265","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,4,4,1562.4133470106
"213","DSCN4269","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,1,2,1485.85194719061
"214","DSCN4273","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,4,1,1452.81536726415
"215","DSCN4276","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,1,4,1443.16565568959
"216","DSCN4280","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,2,1,1624.2783540618
"217","DSCN4283","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,4,1,1607.02352006586
"218","DSCN4287","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,4,1513.40115370178
"219","DSCN4290","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,3,1604.25396744416
"220","DSCN4295","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,5,1,1566.63874375501
"221","DSCN4300","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,1,3,1579.82756057297
"222","DSCN4304","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,2,2,1440.89862838483
"223","DSCN4308","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,3,2,1567.14126907195
"224","DSCN4313","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",-2,0,3,5,1585.11688245431
"225","DSCN4316","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,0,2,5,1488.71486220076
"226","DSCN4320","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,1,5,1595.02352006586
"227","DSCN4324","Bovidae","Antilopini","Antidorcas","marsupialis","LM2",1,1,4,2,1607.952452254
"228","DSCN4339","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM2",-1,0,NA,5,2469.04494809067
"229","DSCN4343","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM2",-1,0,NA,1,2165.26320216015
"230","DSCN4351","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,3,3,1676.06009999232
"231","DSCN4354","Bovidae","Reduncini","Redunca","fulvorufulva","LM2",-1,0,2,1,1327.82756057297
"232","DSCN4494","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,4,3,2911.34350468801
"233","DSCN4498","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,4,4,3551.5831867823
"234","DSCN4503","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,4,3,3380.39436996434
"235","DSCN4508","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,3,5,3282.97301372703
"236","DSCN4512","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,3,3,2926.05418280666
"237","DSCN4517","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,5,2,3472.04408153889
"238","DSCN4521","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,1,2,3131.71103705615
"239","DSCN4525","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,1,3,3533.33340342024
"240","DSCN4529","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,2,4,3444.41161390704
"241","DSCN4532","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,2,3,3172.60548135888
"242","DSCN4536","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,3,5,3342.44610179245
"243","DSCN4540","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,4,1,3050.30396616872
"244","DSCN4544","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,1,2,3591.39942059822
"245","DSCN4549","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,4,1,3586.56089220571
"246","DSCN4552","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,1,2,3632.11724139181
"247","DSCN4555","Bovidae","Bovini","Syncerus","caffer","LM2",1,0,3,1,3368.60548135888
"248","DSCN4627","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,1,2335.05209076561
"249","DSCN4631","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,3,2187.59624664289
"250","DSCN4634","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,5,2462.42467376764
"251","DSCN4638","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,5,2517.43686707646
"252","DSCN4642","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,2,2322.30692476155
"253","DSCN4645","Bovidae","Alcelaphini","Connochaetes","taurinus","LM2",1,0,NA,5,2359.17698244664
