"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"53","DSCN2561","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,1,1,2190.02561210692
"54","DSCN2564","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,1,1,2204.36875785742
"55","DSCN2569","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",-2,0,3,2,1957.11392386148
"56","DSCN2574","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,5,5,1866.48650686351
"57","DSCN2578","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,5,1,2305.30483272049
"58","DSCN2583","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,1,3,2447.04494809067
"59","DSCN2587","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,3,3,2099.54033073268
"60","DSCN2592","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,3,5,2327.58196129302
"61","DSCN2599","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,5,1,2331.50584284727
"62","DSCN2603","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,3,4,2410.68455839746
"63","DSCN2608","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,3,3,2005.55757467538
"64","DSCN2702","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,1,2,4,2174.63578516218
"65","DSCN2706","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,2,2189.65807973877
"66","DSCN2710","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,2,2308.61139854454
"67","DSCN2714","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,1,2410.70180234016
"68","DSCN2719","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,5,2568.18203308052
"69","DSCN2723","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,4,2320.51803615609
"70","DSCN2727","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2410.40742982494
"71","DSCN2731","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,4,2503.71399564898
"72","DSCN2735","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,4,2642.02265351409
"73","DSCN2738","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2231.8002153625
"74","DSCN2741","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,4,5,2188.92005640964
"75","DSCN2749","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,1,2411.02770414797
"76","DSCN2753","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,1,2441.83174465507
"77","DSCN2757","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,3,2118.16774773065
"78","DSCN2761","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,2,2492.56680939137
"79","DSCN2812","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,4,2074.59415460184
"80","DSCN2816","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,4,2126.85403923166
"81","DSCN2820","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,3,2195.41248045882
"82","DSCN2824","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,4,1966.10173055266
"83","DSCN2828","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,2,1984.81240867132
"84","DSCN2832","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,2,2176.03275478185
"85","DSCN2836","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",0,0,1,5,1953.67532368147
"86","DSCN2848","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,1,2029.39819510895
"87","DSCN2852","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,3,1991.84898859778
"88","DSCN2860","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,4,1824.08448660996
"89","DSCN2864","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,3,2074.93015767741
"90","DSCN2868","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,3,1,1911.39819510895
"91","DSCN2935","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,3,3,1858.2611101191
"92","DSCN2939","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",0,0,3,1,1796.5870119269
"93","DSCN2943","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",-1,-1,1,5,1449.08239456891
"94","DSCN2947","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,1,1748.44487630317
"95","DSCN2951","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,3,1705.46717087976
"96","DSCN2955","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,2,1819.75858480216
"97","DSCN2960","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,3,1748.54538136656
"98","DSCN2964","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,1,1771.16565568959
"99","DSCN2968","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,2,1802.72914755063
"100","DSCN2972","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,2,1899.29769004556
"101","DSCN2976","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,5,1909.3565645486
"102","DSCN2979","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,2,1988.95454429505
"103","DSCN2983","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,1,1831.15555442183
"104","DSCN2987","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,5,1680.52099474892
"105","DSCN2991","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1785.8002153625
"106","DSCN2997","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,1,2016.69465966523
"107","DSCN3001","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,2,1946.51089348115
"108","DSCN3005","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,4,1838.18499167335
"109","DSCN3009","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",-1,-1,4,2,1690.33722856485
"110","DSCN3015","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,4,1768.36161518249
"111","DSCN3116","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,4,3,2154.77077811098
"112","DSCN3123","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,2,5,2037.3565645486
"113","DSCN3132","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,3,1496.09458787773
"114","DSCN3136","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,4,1479.12402512925
"115","DSCN3140","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,4,1555.65093706383
"116","DSCN3144","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,1,1358.7564927611
"117","DSCN3148","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,5,1635.24891681028
"118","DSCN3152","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,4,1595.02352006586
"119","DSCN3156","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,2,1437.48441482246
"120","DSCN3161","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,4,5,1615.34227919873
"121","DSCN3166","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,5,1685.02352006586
"122","DSCN3170","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,5,1393.30064863839
"123","DSCN3174","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,3,2,1706.5870119269
"124","DSCN3178","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,3,1607.89357775095
"125","DSCN3182","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,5,1550.07734393502
"126","DSCN3186","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,4,1552.63874375501
"127","DSCN3237","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,4,4,3194.70598642227
"128","DSCN3241","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,2,2984.29682349378
"129","DSCN3245","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,4,3225.62777593547
"130","DSCN3249","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,5,2912.23794899073
"131","DSCN3253","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,3,3256.13744392735
"132","DSCN3257","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,5,2,2868.72323036497
"133","DSCN3261","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,2,2775.54451481478
"134","DSCN3265","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,3,2,3295.36789130565
"135","DSCN3269","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,3,3703.79133958401
"136","DSCN3275","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,5,5,2905.27748751002
"137","DSCN3278","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,3,3315.68369184568
"138","DSCN3282","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,3,2876.03989745679
"139","DSCN3285","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,1,3226.26233560837
"140","DSCN3324","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,4,1,1442.47936418858
"141","DSCN3326","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,5,3,1272.4133470106
"142","DSCN3329","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,3,5,1339.5088014401
"143","DSCN3347","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,5,2739.33636201307
"144","DSCN3351","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,5,2429.6134905856
"145","DSCN3354","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,1,2537.89776183306
"146","DSCN3357","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,3,2729.73838226662
"147","DSCN3375","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,1,1,1292.51385207398
"148","DSCN3378","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,3,4,1302.91587232754
"149","DSCN3381","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,2,5,1295.82756057297
"150","DSCN3385","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,4,1,1533.26616075298
"151","DSCN3452","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,1,1711.13116780419
"152","DSCN3456","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,1,1789.47431355469
"153","DSCN3458","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,1,2034.85403923166
"154","DSCN3461","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,1,1490.35447250755
"155","DSCN3464","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,5,1577.20728624994
"156","DSCN3468","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,2,1805.11392386148
"157","DSCN3473","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,5,3,1809.21442892487
"158","DSCN3481","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,2,1959.23881554251
"159","DSCN3487","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,5,1734.28549673674
"160","DSCN3491","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,2,1739.97683887164
"161","DSCN3512","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,4,3,1223.01637739093
"162","DSCN3515","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,3,3,1361.91082169365
"163","DSCN3527","Bovidae","Reduncini","Kobus","leche","UM1",-1,0,3,5,1873.17994103947
"164","DSCN3531","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,4,4,2375.60634791066
"165","DSCN3540","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,3,4,2512.86832458153
"166","DSCN3616","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,5,1,2584.98607358763
"167","DSCN3620","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,1,2,2546.47344700292
"168","DSCN3633","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,2,3,3625.86031535482
"169","DSCN3638","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,2,3753.64206128534
"170","DSCN3642","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,1,4534.59956417322
"171","DSCN3646","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,3,957.39401102684
"172","DSCN3650","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,3,1004.70771952582
"173","DSCN3653","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,3,943.293505963451
"174","DSCN3657","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,3,822.783837971573
"175","DSCN3661","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,5,1,905.719912834644
"176","DSCN3664","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,4,912.121933088198
"177","DSCN3682","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,2,862.666088965482
"178","DSCN3685","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,5,1,957.234631460406
"179","DSCN3689","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,2,961.719912834644
"180","DSCN3693","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,4,933.15137033972
"181","DSCN3697","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,4,938.465078838705
"182","DSCN3702","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,4,2,907.39401102684
"183","DSCN3709","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,5,949.39401102684
"184","DSCN3757","Bovidae","Neotragini","Pelea","capreolus","UM1",1,0,5,2,1128.53109601669
"185","DSCN3761","Bovidae","Neotragini","Pelea","capreolus","UM1",0,0,5,1,1175.25901807805
"186","DSCN3765","Bovidae","Neotragini","Pelea","capreolus","UM1",1,0,5,2,1212.22958082652
"187","DSCN3784","Bovidae","Neotragini","Ourebia","ourebi","UM1",-2,0,5,4,1219.66818100653
"188","DSCN3788","Bovidae","Neotragini","Ourebia","ourebi","UM1",1,0,1,5,1026.06305858515
"189","DSCN3800","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,1,1,2764.59119600901
"190","DSCN3804","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,2,2560.4175310927
"191","DSCN3808","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,4,2172.94444302728
"192","DSCN3812","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,1,2,2399.30483272049
"193","DSCN3816","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2908.65721318699
"194","DSCN3820","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,5,2,2548.95158570222
"195","DSCN3824","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,4,1,2564.80945007849
"196","DSCN3827","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2494.80945007849
"197","DSCN3831","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2496.98607358763
"198","DSCN3835","Bovidae","Hippotragini","Oryx","gazella","UM1",-2,0,3,5,3714.61558262665
"199","DSCN3839","Bovidae","Hippotragini","Oryx","gazella","UM1",0,0,4,4,3499.94653506834
"200","DSCN3843","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,5,2389.06933470831
"201","DSCN3847","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,3284.32121011142
"202","DSCN3929","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,2,3,2361.647978471
"203","DSCN3932","Bovidae","Hippotragini","Hippotragus","niger","UM1",1,0,1,5,2993.14249456123
"204","DSCN3935","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,3,4,2517.99112422151
"205","DSCN3942","Bovidae","Hippotragini","Hippotragus","niger","UM1",1,0,4,2,3106.03693886396
"206","DSCN3946","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,5,1,2223.87337521542
"207","DSCN3954","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,2,5,3152.23794899073
"208","DSCN3959","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,1,3,3741.10504808299
"209","DSCN3962","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,1,1,3237.81868479448
"210","DSCN3968","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,4,1,3422.91413922398
"211","DSCN3984","Bovidae","Bovini","Syncerus","caffer","UM1",-2,0,5,3,3449.83592873718
"212","DSCN3986","Bovidae","Bovini","Syncerus","caffer","UM1",0,0,4,2,3851.08066146535
"213","DSCN3990","Bovidae","Bovini","Syncerus","caffer","UM1",0,0,5,1,3142.19631843039
"214","DSCN3997","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,4,4,3384.01969492125
"215","DSCN4002","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,4,5,3895.10504808299
"216","DSCN4006","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,5,5,4561.78123831624
"217","DSCN4010","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,2,3975.84307141212
"218","DSCN4014","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,2,3743.8918446474
"219","DSCN4020","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,3,3711.85021408705
"220","DSCN4024","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,2,4,3440.16183054499
"221","DSCN4029","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,3,4050.32539419353
"222","DSCN4033","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,5,4,3882.11009871688
"223","DSCN4038","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,1,3700.42885784974
"224","DSCN4054","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1670.88852711707
"225","DSCN4058","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,4,1635.08953724384
"226","DSCN4062","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,4,1841.61644917843
"227","DSCN4066","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,5,1861.94235098623
"228","DSCN4070","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,4,1673.63369312113
"229","DSCN4074","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,4,1751.07229330114
"230","DSCN4078","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,4,1822.5697679842
"231","DSCN4082","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1506.39610306789
"232","DSCN4086","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,3,1825.41543905165
"233","DSCN4090","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,2,1606.82250993909
"234","DSCN4140","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,2,2119.06219203337
"235","DSCN4144","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,2,1938.5697679842
"236","DSCN4159","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,2,3,2215.80735803744
"237","DSCN4182","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,3,2062.20937829099
"238","DSCN4185","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2290.74343290051
"239","DSCN4189","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,1,2,1553.60930650349
"240","DSCN4193","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,1,1580.78087937874
"241","DSCN4199","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,1,4,1657.16565568959
"242","DSCN4203","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,3,1596.55548263433
"243","DSCN4207","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,3,1552.68037431535
"244","DSCN4211","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,3,1491.44278426212
"245","DSCN4215","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,1,1614.55548263433
"246","DSCN4219","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,2,1699.14841174689
"247","DSCN4223","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,1,1641.56767594315
"248","DSCN4227","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,2,4,1550.55548263433
"249","DSCN4230","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,3,5,1591.85194719061
"250","DSCN4234","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,2,1634.76363543604
"251","DSCN4238","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,2,1483.78593001263
"252","DSCN4242","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,3,1560.37171645025
"253","DSCN4246","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,4,1,1601.73419818452
"254","DSCN4250","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,2,1,1640.45497757094
